concepto,prefLabel,writtenRep
plats_a_la_carta_C6684,Plats a la carta. Peix i marisc,"sípia a la marinera, Tintenfisch auf Seemannsart, cuttlefish à la marinière, sepia a la marinera, seiche à la marinière, seppia alla marinara"
plats_a_la_carta_C6685,Plats a la carta. Peix i marisc,"sípia a la planxa, Tintenfisch vom Blech, grilled cuttlefish, sepia a la plancha, seiche grillée, seppia alla piastra"
plats_a_la_carta_C6686,Plats a la carta. Peix i marisc,"sípia a la planxa amb all i julivert, Tintenfisch vom Blech mit Knoblauch und Petersilie, grilled cuttlefish with garlic and parsley, sepia a la plancha con ajo y pererjil, seiche grillée en persillade, seppia alla piastra con aglio e prezzemolo"
plats_a_la_carta_C6687,Plats a la carta. Tapes,"sípia a la planxa amb guarnició, Tintenfisch vom Blech mit Beilage, grilled cuttlefish with garnish, sepia a la plancha con guarnición, seiche grillée et garniture, seppia alla piastra con contorno"
plats_a_la_carta_C6688,Plats a la carta. Peix i marisc,"sípia a la planxa amb oli d'avellanes, Tintenfisch vom Blech mit Haselnussöl, grilled cuttlefish with hazelnut oil, sepia a la plancha con aceite de avellanas, seiche grillée à l'huile de noisettes, seppia alla piastra con olio alle nocciole"
plats_a_la_carta_C6689,Plats a la carta. Tapes,"sípia amb allioli, Tintenfisch mit Knoblauchmayonnaise, cuttlefish with allioli (garlic mayonnaise), sepia con alioli, seiche à l'ailloli, seppia con allioli (maionese all'aglio)"
plats_a_la_carta_C669,Plats a la carta. Entrants i amanides,"amanida romana, römischer Salat, Roman salad, ensalada romana, salade romaine, insalata romana"
plats_a_la_carta_C6690,Plats a la carta. Peix i marisc,"sípia amb carxofes, Tintenfisch mit Artischocken, cuttlefish with artichokes, sepia con alcachofas, seiche aux artichauts, seppia ai carciofi"
plats_a_la_carta_C6691,Plats a la carta. Peix i marisc,"sípia amb gambes, Tintenfisch mit Garnelen, cuttlefish with shrimps, sepia con gambas, seiche aux crevettes roses, seppia con gamberi"
plats_a_la_carta_C6692,Plats a la carta. Peix i marisc,"sípia amb maionesa, Tintenfisch mit Mayonnaise, cuttlefish with mayonnaise, sepia con mayonesa, seiche à la mayonnaise, seppia con maionese"
plats_a_la_carta_C6693,Plats a la carta. Peix i marisc,"sípia amb mandonguilles, Tintenfisch mit Fleischbällchen, cuttlefish with meatballs, sepia con albóndigas, seiche aux boulettes de viande, seppia con le polpette"
plats_a_la_carta_C6694,Plats a la carta. Peix i marisc,"sípia amb patates, Tintenfisch mit Kartoffeln, cuttlefish with potatoes, sepia con patatas, seiche aux pommes de terre, seppia con le patate"
plats_a_la_carta_C6695,Plats a la carta. Peix i marisc,"sípia amb patates i pèsols, Tintenfisch mit Kartoffeln und Erbsen, cuttlefish with potatoes and peas, sepia con patatas y guisantes, seiche aux pommes de terre et aux petits pois, seppia con patate e piselli"
plats_a_la_carta_C6696,Plats a la carta. Peix i marisc,"sípia amb pèsols, Tintenfisch mit Erbsen, cuttlefish with peas, sepia con guisantes, seiche aux petits pois, seppia con i piselli"
plats_a_la_carta_C6697,Plats a la carta. Plats combinats,"sípia amb popets i tomàquet, Tintenfisch mit Babykraken und Tomaten, cuttlefish with baby octopuses and tomato, sepia con pulpitos y tomate, seiche aux petits poulpes et à la tomate, seppia con polipetti e pomodoro"
plats_a_la_carta_C6698,Plats a la carta. Peix i marisc,"sípia amb salsa, Tintenfisch mit Sauce, cuttlefish with sauce, sepia con salsa, seiche en sauce, seppia in salsa"
plats_a_la_carta_C6699,Plats a la carta. Peix i marisc,"sípia amb samfaina, Tintenfisch mit Samfaina (katalanisches Ratatouille), cuttlefish with samfaina (pepper, aubergine, tomatoe and onion stew), sepia con pisto, seiche à la ratatouille, seppia con samfaina (intingolo di peperoni, melanzane, pomodoro e cipolle)"
plats_a_la_carta_C67,Plats a la carta. Entrants i amanides,"amanida amb oli de caqui, Salat mit Kakiöl, salad with persimmon oil, ensalada con aceite de palo santo, salade à l'huile de kaki, insalata con olio ai cachi"
plats_a_la_carta_C670,Plats a la carta. Entrants i amanides,"amanida romana amb guarnició vegetal, römischer Salat mit Gemüsegarnierung, Roman salad with vegetal garnish, ensalada romana con guarnición vegetal, salade romaine et garniture vegetale, insalata a cappuccio con contorno vegetale"
plats_a_la_carta_C6700,Plats a la carta. Entrants i amanides,"sípia arrebossada, panierter Tintenfisch, cuttlefish in batter, sepia rebozada, seiche panée, seppia impanata"
plats_a_la_carta_C6701,Plats a la carta. Tapes,"sípia estofada, Tintenfischeintopf, stewed cuttlefish, sepia estofada, seiche à l'étouffée, seppia stufata"
plats_a_la_carta_C6702,Plats a la carta. Peix i marisc,"sípia i gambes a la planxa, Tintenfisch und Garnelen vom Blech, grilled cuttlefish and shrimps, sepia y gambas a la plancha, seiche et crevettes roses grillées, seppia e gamberi alla piastra"
plats_a_la_carta_C6703,Plats a la carta. Plats combinats,"sípia i gambes a la planxa amb calamars a la romana, Tintenfisch und Garnelen vom Blech mit im Teigmantel frittierten Tintenfischringen, grilled cuttlefish and shrimps with battered squid rings, sepia y gambas a la plancha con calamares a la romana, seiche et crevettes roses grillées aux calmars à la romaine, seppia e gamberi alla piastra con calamari infarinati e fritti"
plats_a_la_carta_C6704,Plats a la carta. Plats combinats,"sípia i musclos a la planxa, navalles i gambes amb all i julivert, Tintenfisch und Miesmuscheln vom Blech, Schwertmuscheln und Garnelen mit Knoblauch und Petersilie, grilled cuttlefish and mussels, razor clams and shrimps with garlic and parsley, sepia y mejillones a la plancha, navajas y gambas con ajo y perejil, seiche et moules grillés, couteaux de mer et crevettes à la persillade, seppia e cozze alla piastra, cappelunghe e gamberi con aglio e prezzemolo"
plats_a_la_carta_C6705,Plats a la carta. Entrants i amanides,"sípia i patata trencada amb allioli gratinat, Tintenfisch und Kartoffeln gratiniert mit Allioli (Knoblauchmayonnaise), cuttlefish and potato with allioli au gratin (garlic mayonnaise), sepia y patata rota con alioli gratinado, seiche et pomme de terre à l'ailloli gratiné, seppia e patata spezzettata con allioli gratinato (maionese all'aglio)"
plats_a_la_carta_C6706,Plats a la carta. Peix i marisc,"sípia la planxa amb llagostins, Tintenfisch vom Blech mit Garnelen, grilled cuttlefish with king prawns, sepia a la plancha con langostinos, seiche grillée et crevettes, seppia alla piastra con mazzancolle"
plats_a_la_carta_C6707,Plats a la carta. Plats combinats,"sípia, amanida i patates fregides, Tintenfisch, Salat und Pommes frites, cuttlefish, salad and chips, sepia, ensalada y patatas fritas, seiche, salade et frites, seppia, insalata e patate fritte"
plats_a_la_carta_C6708,Plats a la carta. Plats combinats,"sípia, calamars a la romana, xampinyons i patates fregides, Tintenfisch, im Teigmantel frittierte Tintenfischringe, Champignons und Pommes frites, cuttlefish, battered squids, button mushrooms and chips, sepia, calamares a la romana, champiñones y patatas fritas, seiche, calmars à la romaine, champignons de Paris et frites, seppia, calamari infarinati e fritti, funghi e patate fritte"
plats_a_la_carta_C6709,Plats a la carta. Plats combinats,"sípia, patates fregides i amanida, Tintenfisch, Pommes frites und Salat, cuttlefish, chips and salad, sepia, patatas fritas y ensalada, seiche, frites et salade, seppia patate fritte ed insalata"
plats_a_la_carta_C671,Plats a la carta. Entrants i amanides,"amanida suïssa, schweizer Salat, swis salad, ensalada suiza, salade suisse, insalata svizzera"
plats_a_la_carta_C6710,Plats a la carta. Peix i marisc,"sipietes a la planxa, kleine Tintenfische vom Blech, grilled small cuttlefishes, sepietas a la plancha, petites seiches grillées, seppiette alla piastra"
plats_a_la_carta_C6711,Plats a la carta. Peix i marisc,"sipietes a la planxa amb all i julivert, kleine Tintenfische vom Blech mit Knoblauch und Petersilie, grilled baby cuttlefish with garlic and parsley, sepietas a la plancha con ajo y perejil, petites seiches grillées en persillade, seppiette alla piastra con aglio e prezzemolo"
plats_a_la_carta_C6712,Plats a la carta. Peix i marisc,"sipietes saltades, sautierte kleine Tintenfische, sautéed baby cuttlefish, salteado de sepietas, sauté de petites seiches, seppiette saltate"
plats_a_la_carta_C6713,Plats a la carta. Peix i marisc,"sipionet a la feliuenca amb cervesa, kleiner Tintenfisch auf Art von Sant Feliu mit Bier, small cuttlefish Sant Feliu's style with beer, sepia pequeña al estilo de Sant Feliu con cerveza, petite seiche à la manière de Sant Feliu à la bière, seppietta stile Sant Feliu alla birra"
plats_a_la_carta_C6714,Plats a la carta. Peix i marisc,"sipionets de platja a la planxa amb la tinta, frische kleine Tintenfische vom Blech in der eigenen Tinte, grilled fresh small cuttlefishes in their ink, sepias pequeñas de playa a la plancha en su tinta, petites seiches fraîches grillées à l'encre, seppiette fresche alla griglia nel loro inchiostro"
plats_a_la_carta_C6715,Plats a la carta. Entrants i amanides,"sipions fregits, frittierte kleine Tintenfische, fried small cuttlefish, choquitos fritos, petites seiches frites, seppioline fritte"
plats_a_la_carta_C6716,"Plats a la carta. Embotits, carns fredes i patés","sobrassada, Sobrassada (mallorquinische luftgetrocknete Paprikawurst vom Schwein), sobrassada (Majorcan cured pork sausage with paprika), sobrasada, soubressade (charcuterie au paprika typique de Majorca), sobrassada (insaccato di maiale con paprica tipico di Maiorca)"
plats_a_la_carta_C6717,Plats a la carta. Entrants i amanides,"sobrassada amb formatge brie i mel, Sobrassada mit Brie und Honig (mallorquinische luftgetrocknete Paprikawurst vom Schwein), sobrassada with brie and honey (Majorcan cured<b> </b>pork sausage with paprika), sobrasada con queso brie y miel, soubressade au brie et au miel (charcuterie au paprika typique de Majorque), sobrassada con formaggio brie e miele (insaccato di maiale con paprica tipico di Maiorca)"
plats_a_la_carta_C6718,Plats a la carta. Carn,"sobrassada amb mel, Sobrassada mit Honig (mallorquinische luftgetrocknete Paprikawurst vom Schwein), sobrassada with honey (Majorcan cured pork sausage with paprika), sobrasada con miel, soubressade au miel (charcuterie au paprika typique de Majorque), sobrassada al miele (insaccato di maiale con paprica tipico di Maiorca)"
plats_a_la_carta_C6719,"Plats a la carta. Embotits, carns fredes i patés","sobrassada de porc negre, Sobrassada vom schwarzen Schwein (mallorquinische luftgetrocknete Paprikawurst), black pig sobrassada (Majorcan cured pork sausage with paprika), sobrasada de cerdo negro, soubressade de porc noir (charcuterie au paprika typique de Majorca), sobrassada di maiale nero (insaccato con paprica tipico di Maiorca)"
plats_a_la_carta_C672,Plats a la carta. Entrants i amanides,"amanida suprema amb anxoves, feiner Salat mit Anchovis, supreme salad with anchovies, ensalada suprema con anchoas, salade suprême aux anchois, insalata suprême con acciughe"
plats_a_la_carta_C6720,Plats a la carta. Entrants i amanides,"sobrassada i formatge al forn amb torradetes, Sobrassada und Käse aus dem Ofen mit Mini-Toasts (mallorquinische luftgetrocknete Paprikawurst vom Schwein), sobrassada und Käse aus dem Ofen mit Minitoasts (mallorquinische luftgetrocknete Paprikawurst vom Schwein), sobrasada y queso al horno con tostaditas, soubressade et fromage au four aux mini toast (charcuterie au paprika<b> </b>typique de Majorque), sobrassada e formaggio al forno con crostini"
plats_a_la_carta_C6721,Plats a la carta. Begudes,"soda, Soda, soda, soda, soda, soda"
plats_a_la_carta_C6722,Plats a la carta. Peix i marisc,"sonsos, Sandaale, Mediterranean sand eels, lanzones, cicerelles, cicerelli"
plats_a_la_carta_C6723,Plats a la carta. Peix i marisc,"sonsos de la Costa Brava, Sandaale von der Costa Brava, Costa Brava sand eels, lanzones de la Costa Brava, cicerelles de la Costa Brava, cicerelli della Costa Brava"
plats_a_la_carta_C6724,Plats a la carta. Peix i marisc,"sonsos fregits, frittierte Sandaale, fried Mediterranean sand eels, lanzones fritos, cicerelles frites, cicerelli fritti"
plats_a_la_carta_C6725,"Plats a la carta. Sopes, cremes i consomés","sopa casolana, hausgemachte Suppe, home-made soup, sopa casera, soupe maison, zuppa casereccia"
plats_a_la_carta_C6726,"Plats a la carta. Sopes, cremes i consomés","sopa cremosa de fonoll, cloïsses i carbassa, cremige Suppe mit Fenchel, Venusmuscheln und Kürbis, fennel, clams and pumpkin creamy soup, sopa cremosa de hinojo, almejas y calabaza, soupe crémeuse de fenouil, de palourdes et de citrouille, zuppa cremosa di finocchio, vongole e zucca"
plats_a_la_carta_C6727,"Plats a la carta. Sopes, cremes i consomés","sopa d'aleta de tauró, Haifischflossensuppe, shark's fin soup, sopa de aleta de tiburón, potage d'aileron de requin, zuppa di pinna di squalo"
plats_a_la_carta_C6728,"Plats a la carta. Sopes, cremes i consomés","sopa d'all, Knoblauchsuppe, garlic soup, sopa de ajo, soupe d'ail, zuppa d'aglio"
plats_a_la_carta_C6729,"Plats a la carta. Sopes, cremes i consomés","sopa d'all amb crostonets de pa torrat, Knoblauchsuppe mit gerösteten Brotcroûtons, garlic soup with croutons, sopa de ajo con picatostes de pan tostado, soupe d'ail aux petits croûtons de pain grillé, zuppa d'aglio con crostini di pane tostato"
plats_a_la_carta_C673,Plats a la carta. Entrants i amanides,"amanida tèbia, lauwarmer Salat, warm salad, ensalada templada, salade tiède, insalata tiepida"
plats_a_la_carta_C6730,"Plats a la carta. Sopes, cremes i consomés","sopa d'all amb gambes, Knoblauchsuppe mit Garnelen, garlic soup with shrimps, sopa de ajo con gambas, soupe d'ail aux crevettes roses, zuppa d'aglio con gamberi"
plats_a_la_carta_C6731,"Plats a la carta. Sopes, cremes i consomés","sopa d'all amb ou, Knoblauchsuppe mit Ei, garlic soup with egg, sopa de ajo con huevo, soupe d'ail à l'oeuf, zuppa d'aglio con uovo"
plats_a_la_carta_C6732,"Plats a la carta. Sopes, cremes i consomés","sopa d'ametlles, Mandelsuppe, almonds soup, sopa de almendras, soupe d'amandes, zuppa di mandorle"
plats_a_la_carta_C6733,"Plats a la carta. Sopes, cremes i consomés","sopa d'arròs, Reissuppe, rice soup, sopa de arroz, soupe de riz, minestra di riso"
plats_a_la_carta_C6734,"Plats a la carta. Sopes, cremes i consomés","sopa d'arròs i fideus, Suppe mit Reis und Nudeln, rice and noodles soup, sopa de arroz y fideos, soupe de riz et de vermicelles, minestra di riso e fedelini"
plats_a_la_carta_C6735,"Plats a la carta. Sopes, cremes i consomés","sopa d'escórpora, Drachenkopfsuppe, scorpion fish soup, sopa de cabracho, soupe de rascasse, zuppa di scorfano"
plats_a_la_carta_C6736,"Plats a la carta. Sopes, cremes i consomés","sopa d'espinacs i llenties, Spinatsuppe mit Linsen, spinach and lentils soup, sopa de espinacas y lentejas, soupe d'épinards et de lentilles, zuppa di spinaci e lenticchie"
plats_a_la_carta_C6737,"Plats a la carta. Sopes, cremes i consomés","sopa d'ortigues, Brennesselsuppe, nettle soup, sopa de ortigas, soupe d'orties, zuppa d'ortiche"
plats_a_la_carta_C6738,"Plats a la carta. Sopes, cremes i consomés","sopa de bolets, Pilzsuppe, mushroom soup, sopa de setas, soupe de champignons, zuppa di funghi"
plats_a_la_carta_C6739,"Plats a la carta. Sopes, cremes i consomés","sopa de bolets de temporada amb crostonets de pa torrat, Pilzsuppe der Saison mit gerösteten Brotcroûtons, seasonal mushroom soup with croutons, sopa de setas de temporada con picatostes de pan tostado, soupe aux champignons de saison et ses petits croûtons de pain grillé, zuppa di funghi di stagione con crostini di pane"
plats_a_la_carta_C674,Plats a la carta. Entrants i amanides,"amanida tèbia amb ceps, lauwarmer Salat mit Steinpilzen, warm salad with wild mushrooms, ensalada templada con setas de Burdeos, salade tiède aux cèpes, insalata tiepida con funghi porcini"
plats_a_la_carta_C6740,"Plats a la carta. Sopes, cremes i consomés","sopa de cabell d'àngel, Suppe mit Fadennudeln, angel hair pasta soup, sopa de cabello de ángel, soupe aux cheveux d'ange, capelli d'angelo in brodo"
plats_a_la_carta_C6741,"Plats a la carta. Sopes, cremes i consomés","sopa de carbassa, Kürbissuppe, pumpkin soup, sopa de calabaza, soupe de citrouille, zuppa di zucca"
plats_a_la_carta_C6742,Plats a la carta. Postres,"sopa de carbassa amb formatge mascarpone i pedro ximenes, Kürbissuppe mit Mascarpone und Pedro Ximenez, pumpkin soup with mascarpone cheese and Pedro Ximenez, sopa de calabaza con queso mascarpone y pedrojiménez, soupe de citrouille au fromage mascarpone et au Pedro Ximénez, minestra di zucca con mascarpone e Pedro Ximénez"
plats_a_la_carta_C6743,"Plats a la carta. Sopes, cremes i consomés","sopa de carbassa amb musclos, Kürbissuppe mit Miesmuscheln, pumpkin soup with mussels, sopa de calabaza con mejillones, soupe de citrouille aux moules, zuppa di zucca con le cozze"
plats_a_la_carta_C6744,"Plats a la carta. Sopes, cremes i consomés","sopa de carbassa i nyàmeres amb tòfona, Kürbis-Topinambur-Suppe mit Trüffel, pumpkin and Jerusalem artichokes soup with truffle, sopa de calabaza y aguaturmas con trufa, soupe de citrouille et de topinambours à la truffe, zuppa di zucca e topinambur al tartufo"
plats_a_la_carta_C6745,"Plats a la carta. Sopes, cremes i consomés","sopa de carbassó, Kürbissuppe, courgette soup, sopa de calabacín, soupe de courgette, zuppa di zucchine"
plats_a_la_carta_C6746,"Plats a la carta. Sopes, cremes i consomés","sopa de carn, Fleischsuppe, meat soup, sopa de carne, soupe de viande, brodo di carne"
plats_a_la_carta_C6747,"Plats a la carta. Sopes, cremes i consomés","sopa de castanyes, Kastaniensuppe, chestnuts soup, sopa de castañas, soupe de marrons, zuppa di castagne"
plats_a_la_carta_C6748,"Plats a la carta. Sopes, cremes i consomés","sopa de ceba, Zwiebelsuppe, onion soup, sopa de cebolla, soupe d'oignon, zuppa di cipolla"
plats_a_la_carta_C6749,"Plats a la carta. Sopes, cremes i consomés","sopa de ceba amb carxofes farcides de botifarra de perol, Zwiebelsuppe mit Artischocken mit katalanischer Wurstfüllung, onion soup with artichokes stuffed with Catalan sausage, sopa de cebolla con alcachofas rellenas de butifarra de perol, soupe d'oignon aux artichauts farcis de saucisse catalane, zuppa di cipolla con carciofi farciti di salsiccia catalana"
plats_a_la_carta_C675,Plats a la carta. Entrants i amanides,"amanida tèbia amb favetes i Gula del Norte amb allada, lauwarmer Salat mit jungen Saubohnen und Gula del Norte mit Knoblauchsauce (Glasaalersatz), warm salad with baby broad beans and Gula del Norte in garlic sauce (elvers substitute), ensalada templada con habitas y Gula del Norte al ajillo, salade tiède aux fèves fines et à la Gula del Norte à l'aillade (succedané de civelles), insalata tiepida di favette e Gula del Norte con salsa d'aglio (surrogato di cecoline)"
plats_a_la_carta_C6750,"Plats a la carta. Sopes, cremes i consomés","sopa de ceba amb curri, Zwiebelsuppe mit Curry, onion soup with curry, sopa de cebolla al curry, soupe d'oignon au curry, zuppa di cipolla con curry"
plats_a_la_carta_C6751,"Plats a la carta. Sopes, cremes i consomés","sopa de ceba amb ou escumat i escuma de formatge parmesà, Zwiebelsuppe mit pochiertem Ei und Parmesanschaum, onion soup with poached egg and Parmesan foam, sopa de cebolla con huevo poché y espuma de queso parmesano, soupe aux oignons, oeuf poché et écume de parmesan, zuppa di cipolle con uovo in camicia e mousse di parmigiano"
plats_a_la_carta_C6752,"Plats a la carta. Sopes, cremes i consomés","sopa de ceba amb ou escumat i formatge idiazabal, Zwiebelsuppe mit pochiertem Ei und Idiazabal-Käse, onion soup with poached egg and Idiazabal cheese, sopa de cebolla con huevo poché y queso idiazabal, soupe aux oignons, son oeuf poché et son fromage d'Idiazabal, zuppa di cipolle con uovo in camicia e formaggio idiazabal"
plats_a_la_carta_C6753,"Plats a la carta. Sopes, cremes i consomés","sopa de ceba amb ous de guatlla, Zwiebelsuppe mit Wachteleiern, onion soup with quail eggs, sopa de cebolla con huevos de codorniz, soupe d'oignon aux oeufs de caille, zuppa di cipolla con uova di quaglia"
plats_a_la_carta_C6754,"Plats a la carta. Sopes, cremes i consomés","sopa de ceba amb romaní, Zwiebelsuppe mit Rosmarin, onion soup with rosemary, sopa de cebolla al romero, soupe d'oignon au romarin, zuppa di cipolla con rosmarino"
plats_a_la_carta_C6755,"Plats a la carta. Sopes, cremes i consomés","sopa de ceba gratinada, gratinierte Zwiebelsuppe, onion soup gratinée, sopa de cebolla gratinada, soupe d'oignon gratinée, zuppa di cipolla gratinata"
plats_a_la_carta_C6756,"Plats a la carta. Sopes, cremes i consomés","sopa de ceps, Steinpilzsuppe, wild mushroom soup, sopa de setas de Burdeos, soupe aux cèpes, zuppa di funghi porcini"
plats_a_la_carta_C6757,"Plats a la carta. Sopes, cremes i consomés","sopa de ceps i botifarra negra, Steinpilzsuppe und Blutwurst, wild mushroom and blood sausage soup, sopa de setas de Burdeos y butifarra negra, soupe aux cèpes et au boudin noir, zuppa di funghi porcini e sanguinaccio"
plats_a_la_carta_C6758,"Plats a la carta. Sopes, cremes i consomés","sopa de cloïsses, Venusmuschelsuppe, clams soup, sopa de almejas, soupe de palourdes, zuppa di vongole"
plats_a_la_carta_C6759,"Plats a la carta. Sopes, cremes i consomés","sopa de col, Kohlsuppe, cabbage soup, sopa de col, soupe de chou, zuppa di cavolo"
plats_a_la_carta_C676,Plats a la carta. Entrants i amanides,"amanida tèbia amb fetge d'ànec i vinagreta de gerds, lauwarmer Salat mit Entenleber und Himbeervinaigrette, warm salad with duck's liver and raspberry vinaigrette, ensalada templada con hígado de pato y vinagreta de frambuesas, salade tiède au foie de canard et à la vinaigrette de framboises, insalata tiepida con fegato d'anatra e vinaigrette ai lamponi"
plats_a_la_carta_C6760,"Plats a la carta. Sopes, cremes i consomés","sopa de comté i nous amb cebetes glacejades amb romaní, farigola, llorer i fino, Compté-Walnuss-Suppe mit glacierten Jungzwiebeln mit Rosmarin, Thymian, Lorbeer und Fino, comté and walnuts soup with baby onions glazed with rosemary, thyme, laurel and fino, sopa de comté y nueces con cebollitas glaseadas con romero, tomillo, laurel y fino, soupe de comté et de noix aux petits oignons glacés au romarin, au thym, au lauriel et au fino, zuppa di comté e noci con cipolline glassate, rosmarino, timo, alloro e fino"
plats_a_la_carta_C6761,"Plats a la carta. Sopes, cremes i consomés","sopa de créixens, Brunnenkressesuppe, watercress soup, sopa de berros, soupe au cresson, zuppa di crescione"
plats_a_la_carta_C6762,Plats a la carta. Postres,"sopa de crema cremada amb gelat de coco i fruites vermelles, süße karamellisierte Cremesuppe mit Kokoseis und Waldbeeren, crème brûlée soup with coconut ice cream and red berries, sopa de crema catalana con helado de coco y frutos rojos, soupe de crème brûlée à la glace à la noix de coco et aux fruits rouges, pasticcio di crema bruciata con gelato al cocco e frutti rossi"
plats_a_la_carta_C6763,"Plats a la carta. Sopes, cremes i consomés","sopa de farigola, Thymiansuppe, thyme soup, sopa de tomillo, soupe de thym, zuppa di timo"
plats_a_la_carta_C6764,"Plats a la carta. Sopes, cremes i consomés","sopa de faves, Saubohnensuppe, broad beans soup, sopa de habas, soupe de fèves, zuppa di fave"
plats_a_la_carta_C6765,"Plats a la carta. Sopes, cremes i consomés","sopa de fideus, Nudelsuppe, noodles soup, sopa de fideos, soupe aux vermicelles, fedelini in brodo"
plats_a_la_carta_C6766,"Plats a la carta. Sopes, cremes i consomés","sopa de formatge i patata, Käse-Kartoffelsuppe, cheese and potato soup, sopa de queso y patata, soupe de fromage et de pomme de terre, zuppa di formaggio e patate"
plats_a_la_carta_C6767,"Plats a la carta. Sopes, cremes i consomés","sopa de fredolics, Pilzsuppe mit Erdritterlingen, wild mushrooms soup, sopa de negrillas, soupe de petits gris, zuppa di funghi"
plats_a_la_carta_C6768,Plats a la carta. Postres,"sopa de fruita amb mousse de llimona, Fruchtsuppe mit Zitronenmousse, fruit soup with lemon mousse, sopa de fruta con mousse de limón, soupe de fruite à la mousse de citron, zuppa di frutta con mousse al limone"
plats_a_la_carta_C6769,Plats a la carta. Gelats i sorbets,"sopa de fruita de la passió amb gelat de coco i fruites vermelles, Passionsfruchtsuppe mit Kokoseis und roten Beeren, passion fruit soup with coconut ice cream and red berries, sopa de fruta de la pasión con helado de coco y frutos rojos, soupe de fruit de la passion à la glace à la noix de coco et aux fruits rouges, zuppa di frutto della passione con gelato al coco e frutti rossi"
plats_a_la_carta_C677,Plats a la carta. Entrants i amanides,"amanida tèbia d'ànec amb fruita seca i vinagreta de Mòdena, lauwarmer Salat mit Entenfleisch, Trockenfrüchten, Nüssen und Balsamessigvinaigrette, duck warm salad with dried fruits and nuts and Modena vinaigrette, ensalada templada de pato con frutos secos y vinagreta de Módena, salade tiède de canard aux fruits secs et à la vinaigrette de Modena, insalata tiepida d'anatra con frutti secchi e vinaigrette di Modena"
plats_a_la_carta_C6770,Plats a la carta. Postres,"sopa de fruites fresques amb gelat de llimona, frische Fruchtsuppe mit Zitroneneis, fruits soup with lemon ice cream, sopa de frutas frescas con helado de limón, soupe aux fruits à la glace de citron, zuppa di frutta fresca con gelato al limone"
plats_a_la_carta_C6771,"Plats a la carta. Sopes, cremes i consomés","sopa de galets, Suppe mit Muschelpasta, pasta shells soup, sopa de tiburones, soupe aux galets (pâtes au potage en forme de coquilles), lumaconi in brodo"
plats_a_la_carta_C6772,"Plats a la carta. Sopes, cremes i consomés","sopa de galets amb mandonguilles, Suppe mit Muschelpasta und Fleischbällchen, pasta shells soup with meatballs, sopa de tiburones con albóndigas, soupe aux galets aux boulettes<b> </b>(pâtes au potage en forme de coquilles), lumaconi in brodo con polpette"
plats_a_la_carta_C6773,"Plats a la carta. Sopes, cremes i consomés","sopa de galets de Nadal amb pilota, Suppe mit Muschelpasta und Fleischkloß, Christmas soup with pasta shells and meatball, sopa de tiburones de Navidad con albóndiga, soupe aux galets de Noël et à la boulette (pâtes au potage en forme de coquilles), lumaconi in brodo di Natale con polpetta"
plats_a_la_carta_C6774,"Plats a la carta. Sopes, cremes i consomés","sopa de gambes a l'estil de l'àvia, Garnelensuppe auf Großmutters Art, shrimps soup grandma's style, sopa de gambas al estilo de la abuela, soupe de crevettes roses à la façon de la grandmère, zuppa di gamberi allo stile della nonna"
plats_a_la_carta_C6775,"Plats a la carta. Sopes, cremes i consomés","sopa de gaspatxo amb porros, Gazpachosuppe mit Lauch, gazpacho soup with leeks, sopa de gazpacho con puerros, soupe de gaspacho aux poireaux, zuppa di gaspacho con porri"
plats_a_la_carta_C6776,Plats a la carta. Postres,"sopa de iogurt, Joghurtsuppe, yogurt soup, sopa de yogur, soupe de yaourt, zuppa di yogurt"
plats_a_la_carta_C6777,Plats a la carta. Postres,"sopa de iogurt amb mores, Joghurtsuppe mit Brombeeren, yogurt soup with blackberries, sopa de yogur con moras, soupe de yaourt aux mûres, pasticcio di yogurt con le more"
plats_a_la_carta_C6778,"Plats a la carta. Sopes, cremes i consomés","sopa de l'àvia, Großmutters Suppe, grandma's soup, sopa de la abuela, soupe de la grandmère, zuppa della nonna"
plats_a_la_carta_C6779,"Plats a la carta. Sopes, cremes i consomés","sopa de la casa, Suppe des Hauses, house soup, sopa de la casa, soupe maison, zuppa della casa"
plats_a_la_carta_C678,Plats a la carta. Entrants i amanides,"amanida tèbia d'escalivada i llagostins, lauwarmer Salat mit Escalivada und Garnelen (geröstetes Gemüse), warm salad of escalivada and prawns (roast vegetables), ensalada templada de escalivada y langostinos, salade tiède d'escalivada et de crevettes (légumes rôtis), insalata tiepida d'escalivada e mazzancolle (ortaggi arrostiti)"
plats_a_la_carta_C6780,"Plats a la carta. Sopes, cremes i consomés","sopa de lletres, Buchstabensuppe, alphabet soup, sopa de letras, soupe aux lettres, letterine in brodo"
plats_a_la_carta_C6781,Plats a la carta. Postres,"sopa de maduixes amb aroma de menta, Erdbeersuppe mit Minzaroma, strawberry soup with mint aroma, sopa de fresas al aroma de menta, soupe de fraises parfumées à la menthe, pasticcio di fragole aromatizzato alla menta"
plats_a_la_carta_C6782,Plats a la carta. Postres,"sopa de maduixes amb fruites i formatge mascarpone, Erdbeersuppe mit Früchten und Mascarpone, stawberry soup with fruits and mascarpone cheese, sopa de fresas con frutas y queso mascarpone, soupe de fraises aux fruits et au fromage mascarpone, zuppa di fragole con frutta e mascarpone"
